start,duration,confidence
176.85875,0.25053,0.376
177.10927,0.25053,0.376
177.35980,0.24997,0.314
177.60977,0.24997,0.314
177.85974,0.25009,0.287
178.10983,0.25009,0.287
178.35991,0.25009,0.309
178.61000,0.25009,0.309
178.86008,0.24891,0.290
179.10900,0.24891,0.290
179.35791,0.24884,0.224
179.60675,0.24884,0.224
179.85559,0.24836,0.195
180.10395,0.24836,0.195
180.35231,0.24766,0.253
180.59997,0.24766,0.253
180.84763,0.24683,0.252
181.09447,0.24683,0.252
181.34130,0.24665,0.280
181.58795,0.24665,0.280
181.83460,0.24508,0.273
182.07968,0.24508,0.273
182.32475,0.24577,0.287
182.57052,0.24577,0.287
182.81629,0.24443,0.163
183.06072,0.24443,0.163
183.30515,0.24437,0.101
183.54953,0.24437,0.101
183.79390,0.24345,0.247
184.03735,0.24345,0.247
184.28080,0.24349,0.226
184.52429,0.24349,0.226
184.76778,0.24309,0.166
185.01087,0.24309,0.166
185.25396,0.24322,0.222
185.49718,0.24322,0.222
185.74040,0.24182,0.160
185.98222,0.24182,0.160
186.22404,0.24170,0.207
186.46574,0.24170,0.207
186.70744,0.24092,0.325
186.94836,0.24092,0.325
187.18928,0.24097,0.206
187.43025,0.24097,0.206
187.67122,0.23997,0.241
187.91118,0.23997,0.241
188.15115,0.23892,0.171
188.39006,0.23892,0.171
188.62898,0.23830,0.218
188.86728,0.23830,0.218
189.10558,0.23981,0.282
189.34539,0.23981,0.282
189.58519,0.23922,0.185
189.82442,0.23922,0.185
190.06364,0.23885,0.261
190.30249,0.23885,0.261
190.54134,0.23832,0.189
190.77966,0.23832,0.189
191.01798,0.23904,0.180
191.25701,0.23904,0.180
191.49605,0.23872,0.118
191.73477,0.23872,0.118
191.97350,0.23861,0.128
192.21211,0.23861,0.128
192.45072,0.23768,0.154
192.68840,0.23768,0.154
192.92608,0.23760,0.101
193.16369,0.23760,0.101
193.40129,0.23774,0.076
193.63902,0.23774,0.076
193.87676,0.23827,0.078
194.11503,0.23827,0.078
194.35330,0.23755,0.084
194.59085,0.23755,0.084
194.82840,0.23765,0.057
195.06605,0.23765,0.057
195.30370,0.23862,0.085
195.54232,0.23862,0.085
195.78094,0.23894,0.154
196.01988,0.23894,0.154
196.25882,0.23924,0.168
196.49805,0.23924,0.168
196.73729,0.23846,0.246
196.97575,0.23846,0.246
197.21420,0.23810,0.172
197.45230,0.23810,0.172
197.69040,0.23902,0.103
197.92942,0.23902,0.103
198.16845,0.23846,0.156
198.40691,0.23846,0.156
198.64536,0.23789,0.269
198.88326,0.23789,0.269
199.12115,0.23708,0.251
199.35823,0.23708,0.251
199.59532,0.23654,0.182
199.83186,0.23654,0.182
200.06840,0.23705,0.112
200.30545,0.23705,0.112
200.54250,0.23739,0.189
200.77989,0.23739,0.189
201.01729,0.23686,0.210
201.25414,0.23686,0.210
201.49100,0.23786,0.298
201.72886,0.23786,0.298
201.96673,0.23799,0.356
202.20472,0.23799,0.356
202.44271,0.23858,0.374
202.68129,0.23858,0.374
202.91987,0.23893,0.380
203.15880,0.23893,0.380
203.39774,0.23845,0.358
203.63618,0.23845,0.358
203.87463,0.23816,0.373
204.11278,0.23816,0.373
204.35094,0.23853,0.341
204.58946,0.23853,0.341
204.82799,0.23803,0.287
205.06602,0.23803,0.287
205.30405,0.23798,0.277
205.54202,0.23798,0.277
205.78000,0.23771,0.390
206.01772,0.23771,0.390
