start,duration,confidence,loudness_start,loudness_max_time,loudness_max,pitches,timbre
29.87760,0.43011,1.000,-31.523,0.01717,-11.492,[0.017 0.033 0.098 0.029 0.045 0.023 0.026 0.022 0.059 1.000 0.045 0.020],[41.208 38.392 69.636 126.707 105.196 -49.342 -31.394 9.246 -3.802 -24.543 -5.209 12.864]}
30.30771,0.42358,1.000,-31.391,0.01092,-12.777,[0.016 0.046 1.000 0.040 0.013 0.007 0.013 0.007 0.018 0.158 0.014 0.008],[40.711 -6.759 12.047 87.623 98.378 -63.531 -53.439 10.090 29.049 -15.283 -22.583 -1.787]}
30.73129,0.41673,1.000,-31.136,0.01152,-12.452,[0.011 0.026 0.078 0.046 1.000 0.034 0.011 0.007 0.017 0.060 0.012 0.031],[40.978 -1.250 27.436 95.425 91.759 -64.468 -39.296 6.281 20.976 -19.749 -19.123 5.177]}
31.14803,0.28517,1.000,-30.663,0.01675,-13.133,[0.007 0.013 0.032 0.013 0.078 0.011 0.008 0.007 0.028 1.000 0.028 0.009],[40.706 -24.339 -40.056 56.311 54.898 -47.024 -63.124 15.711 21.130 -23.448 -9.703 -4.301]}
31.43320,0.14032,0.173,-30.619,0.01667,-26.091,[0.012 0.027 0.033 0.016 0.154 0.012 0.013 0.025 0.075 1.000 0.076 0.015],[31.474 -32.481 12.729 0.883 49.254 -52.505 -57.198 -2.185 -6.344 -12.901 12.135 -15.891]}
31.57351,0.28472,1.000,-32.654,0.01278,-11.416,[0.010 0.017 0.023 0.015 0.057 0.020 0.013 0.014 0.032 1.000 0.017 0.012],[42.428 34.655 59.558 97.992 103.339 -60.078 -19.790 19.764 3.980 -28.135 -13.111 14.714]}
31.85823,0.13333,0.323,-27.870,0.01960,-23.635,[0.013 0.026 0.037 0.020 0.130 0.016 0.012 0.017 0.052 1.000 0.110 0.008],[33.740 43.032 73.278 32.397 43.737 -43.543 -1.878 14.068 -7.988 -14.991 0.330 -3.981]}
31.99156,0.41769,1.000,-31.003,0.01625,-12.906,[0.017 0.048 1.000 0.034 0.037 0.012 0.019 0.014 0.024 0.138 0.014 0.010],[40.796 -3.962 17.131 86.623 91.849 -52.881 -46.774 7.394 23.175 -12.880 -12.434 -0.442]}
32.40925,0.42340,1.000,-32.453,0.01819,-12.152,[0.013 0.029 0.075 0.040 1.000 0.033 0.013 0.008 0.018 0.043 0.010 0.035],[41.017 1.521 24.338 98.088 92.523 -44.183 -32.697 4.279 14.834 -19.483 -4.147 1.581]}
32.83265,0.41179,1.000,-30.787,0.01073,-13.534,[0.011 0.019 0.059 0.018 0.069 0.012 0.013 0.018 0.048 1.000 0.034 0.012],[39.436 -14.728 -32.964 77.657 54.960 -59.098 -72.087 13.477 14.788 -26.826 -23.718 -6.143]}
33.24444,0.28490,1.000,-34.274,0.01618,-11.553,[0.007 0.017 0.027 0.011 0.050 0.011 0.008 0.011 0.023 1.000 0.014 0.008],[41.866 41.882 61.742 101.961 112.011 -58.633 -34.490 18.877 6.312 -15.923 -11.411 22.462]}
33.52934,0.13406,0.073,-29.678,0.00748,-24.827,[0.007 0.019 0.050 0.015 0.079 0.007 0.008 0.029 0.071 1.000 0.102 0.014],[32.615 31.005 104.898 29.177 66.427 -58.690 2.905 4.570 -13.220 -14.200 -4.620 -3.576]}
33.66340,0.28395,1.000,-30.445,0.01361,-12.259,[0.011 0.028 1.000 0.031 0.017 0.005 0.009 0.005 0.011 0.073 0.009 0.005],[41.666 -9.548 14.624 73.986 100.966 -51.467 -53.585 7.377 29.177 -16.430 -16.752 -5.318]}
33.94735,0.13256,0.090,-28.992,0.00858,-24.295,[0.009 0.040 1.000 0.063 0.015 0.005 0.012 0.004 0.009 0.107 0.013 0.005],[33.462 -24.955 52.390 -1.571 77.566 -60.285 -41.522 0.702 21.211 -5.073 5.789 -0.125]}
34.07991,0.41388,1.000,-30.426,0.01088,-12.147,[0.019 0.033 0.099 0.056 1.000 0.041 0.023 0.018 0.025 0.064 0.017 0.031],[41.301 -4.660 16.865 90.589 94.315 -65.797 -40.819 13.188 23.334 -25.350 -22.937 3.728]}
34.49379,0.41111,1.000,-30.432,0.02277,-15.357,[0.011 0.019 0.058 0.028 0.106 0.014 0.010 0.018 0.056 1.000 0.035 0.015],[39.083 -21.107 -38.282 62.198 60.381 -45.674 -73.413 9.386 19.189 -26.098 -11.998 -10.405]}
34.90490,0.28476,1.000,-32.963,0.01433,-11.929,[0.012 0.023 0.041 0.014 0.064 0.014 0.007 0.011 0.030 1.000 0.023 0.014],[42.000 36.140 71.750 98.818 109.049 -61.553 -28.716 11.687 -3.897 -28.232 -5.426 12.738]}
35.18966,0.12839,0.176,-26.943,0.01329,-23.814,[0.008 0.021 0.035 0.014 0.050 0.006 0.006 0.016 0.058 1.000 0.106 0.011],[34.225 46.125 94.257 32.327 53.930 -50.260 1.381 4.790 -3.268 -16.483 -1.468 -2.330]}
35.31805,0.41134,1.000,-29.762,0.01507,-12.490,[0.020 0.053 1.000 0.036 0.034 0.011 0.013 0.008 0.022 0.149 0.021 0.012],[40.808 -8.550 1.195 95.828 94.641 -53.504 -53.220 1.363 25.711 -18.404 -21.380 -1.033]}
35.72939,0.40644,1.000,-31.795,0.01369,-12.468,[0.012 0.030 0.137 0.047 1.000 0.032 0.008 0.007 0.018 0.055 0.011 0.029],[41.449 -2.707 21.624 80.837 93.049 -61.481 -37.083 -5.461 21.835 -23.094 -17.237 4.939]}
36.13583,0.41220,0.969,-29.723,0.01726,-16.323,[0.012 0.022 0.048 0.055 1.000 0.030 0.009 0.006 0.013 0.013 0.008 0.046],[38.460 -43.725 -46.350 45.693 38.851 -42.296 -47.486 3.033 10.448 -23.469 -6.779 2.571]}
36.54803,0.40594,1.000,-31.526,0.01402,-11.255,[0.026 0.028 0.056 0.060 0.206 0.036 0.013 0.041 1.000 0.033 0.018 0.020],[41.855 21.886 51.719 106.853 106.246 -66.520 -33.640 1.819 7.843 -27.475 -10.295 20.427]}
36.95397,0.40721,1.000,-30.731,0.01512,-12.900,[0.046 0.022 0.016 0.029 0.050 0.018 0.046 0.014 0.042 0.019 0.044 1.000],[40.599 -25.819 -11.056 79.474 78.636 -51.197 -66.896 -5.791 21.252 -20.354 -14.431 -3.568]}
37.36118,0.40626,1.000,-32.304,0.01374,-12.996,[0.022 0.019 0.026 0.047 1.000 0.039 0.017 0.012 0.056 0.013 0.026 0.141],[41.196 -5.915 31.499 79.240 94.349 -54.862 -33.831 -4.281 18.434 -14.903 -9.468 3.905]}
37.76744,0.39986,0.970,-29.009,0.01302,-14.839,[0.016 0.011 0.015 0.042 1.000 0.065 0.021 0.014 0.025 0.012 0.016 0.042],[38.986 -36.643 -45.922 56.433 28.446 -56.684 -55.197 4.965 4.805 -30.713 -10.875 -7.235]}
38.16730,0.40667,1.000,-32.112,0.01664,-12.173,[0.026 0.013 0.017 0.058 0.122 0.037 0.024 0.040 1.000 0.033 0.022 0.055],[41.254 20.991 50.104 104.658 101.832 -41.187 -32.777 15.184 -4.988 -24.727 -5.782 13.084]}
38.57397,0.40762,1.000,-31.221,0.01401,-13.761,[0.033 0.010 0.009 0.021 0.081 0.016 0.045 0.014 0.051 0.017 0.041 1.000],[40.375 -36.623 -6.593 66.514 76.852 -49.203 -57.329 -6.446 14.672 -23.661 -11.937 -6.162]}
38.98159,0.40005,1.000,-30.489,0.01116,-12.199,[0.022 0.011 0.020 0.046 1.000 0.042 0.015 0.011 0.037 0.013 0.025 0.128],[41.415 -9.305 32.931 86.701 93.309 -64.666 -36.101 -5.814 21.017 -20.598 -16.546 1.707]}
39.38163,0.40082,1.000,-30.751,0.00869,-14.501,[0.015 0.015 0.021 0.051 1.000 0.040 0.013 0.011 0.024 0.011 0.013 0.056],[38.920 -42.714 -55.115 56.414 30.760 -66.069 -54.471 6.531 5.032 -30.897 -18.635 -2.154]}
39.78245,0.38177,1.000,-32.053,0.01420,-12.660,[0.026 0.019 0.029 0.068 0.147 0.028 0.014 0.031 1.000 0.027 0.021 0.053],[41.448 21.153 51.370 89.105 111.302 -64.020 -28.080 6.117 5.645 -25.982 -11.308 21.137]}
40.16422,0.41342,1.000,-28.510,0.03058,-13.341,[0.038 0.022 0.021 0.033 0.109 0.017 0.043 0.020 0.051 0.026 0.065 1.000],[38.871 -16.623 -16.483 64.610 75.265 15.548 -44.292 22.440 20.320 2.263 19.986 -8.684]}
40.57764,0.39914,1.000,-32.205,0.01375,-12.114,[0.026 0.019 0.023 0.049 1.000 0.052 0.024 0.021 0.048 0.029 0.038 0.177],[41.292 1.019 24.820 96.776 90.668 -54.673 -43.606 15.330 21.758 -19.023 -11.745 4.141]}
40.97678,0.39574,1.000,-30.696,0.01434,-15.846,[0.009 0.010 0.017 0.047 1.000 0.038 0.011 0.007 0.016 0.009 0.011 0.056],[38.408 -41.090 -51.262 42.690 42.736 -51.906 -52.859 -0.514 8.510 -22.134 -12.216 -3.834]}
41.37252,0.39415,1.000,-30.956,0.01461,-12.872,[0.021 0.014 0.019 0.063 0.210 0.026 0.019 0.035 1.000 0.030 0.022 0.049],[41.598 17.681 65.981 88.841 101.482 -56.031 -21.894 3.291 -5.700 -28.128 -0.427 8.826]}
41.76667,0.39438,0.994,-27.802,0.01839,-13.416,[0.038 0.015 0.012 0.025 0.108 0.017 0.034 0.014 0.038 0.020 0.055 1.000],[40.365 -27.018 -13.314 74.778 79.344 -42.431 -64.577 6.039 22.037 -26.355 -1.110 -11.092]}
42.16104,0.39497,1.000,-30.067,0.01698,-12.616,[0.017 0.012 0.016 0.047 1.000 0.036 0.011 0.009 0.038 0.013 0.026 0.163],[41.459 -5.382 33.865 88.023 96.932 -41.298 -34.921 5.921 19.409 -15.755 -4.535 -2.899]}
42.55601,0.38975,0.996,-29.550,0.01595,-15.984,[0.010 0.040 0.008 0.014 0.055 0.050 1.000 0.028 0.012 0.006 0.015 0.035],[38.661 -40.968 -42.807 41.354 48.376 -44.246 -54.672 -3.719 1.405 -23.337 -6.151 -6.747]}
42.94576,0.39927,1.000,-33.058,0.01885,-11.335,[0.018 0.037 0.017 0.026 0.058 0.073 1.000 0.034 0.015 0.013 0.022 0.035],[41.563 4.103 35.592 101.508 92.773 -42.634 -15.781 -4.786 17.136 -21.804 2.816 -2.163]}
43.34503,0.39039,1.000,-29.558,0.01383,-14.533,[0.015 0.023 0.012 0.012 0.077 0.021 0.092 0.022 0.044 1.000 0.043 0.017],[39.954 -26.596 -29.322 54.767 61.680 -50.567 -69.330 -5.060 14.883 -21.562 -15.758 -4.688]}
43.73542,0.38866,1.000,-32.066,0.01047,-13.507,[0.043 1.000 0.052 0.024 0.026 0.038 0.103 0.020 0.050 0.136 0.030 0.020],[40.275 -9.976 8.299 81.631 74.713 -57.739 -49.718 9.022 16.640 -24.134 -22.590 1.883]}
44.12408,0.38776,1.000,-31.577,0.01535,-14.999,[0.012 0.068 0.012 0.012 0.020 0.047 1.000 0.033 0.010 0.045 0.018 0.007],[39.364 -37.581 -42.047 53.257 45.636 -42.385 -60.096 -6.956 2.577 -22.654 -7.626 -8.161]}
44.51184,0.38907,1.000,-31.893,0.01484,-11.734,[0.012 0.078 0.017 0.015 0.026 0.048 1.000 0.033 0.014 0.043 0.018 0.009],[42.104 -0.393 38.408 91.129 93.122 -59.139 -35.800 -1.371 8.904 -23.782 -12.122 7.366]}
44.90091,0.38948,0.997,-28.324,0.01348,-13.743,[0.010 0.035 0.011 0.010 0.060 0.026 0.112 0.026 0.050 1.000 0.033 0.012],[39.898 -21.532 -27.839 61.315 61.094 -56.544 -68.731 2.124 14.609 -15.616 -12.529 -3.694]}
45.29039,0.38363,1.000,-30.962,0.01147,-12.922,[0.051 1.000 0.038 0.015 0.016 0.025 0.078 0.019 0.051 0.108 0.023 0.020],[40.662 -8.110 7.300 76.975 80.280 -66.230 -45.751 -2.585 20.024 -21.820 -15.497 1.153]}
45.67401,0.38295,0.997,-29.702,0.01570,-15.309,[0.011 0.063 0.014 0.013 0.019 0.047 1.000 0.028 0.009 0.025 0.020 0.008],[39.686 -46.923 -37.264 34.390 37.919 -46.921 -50.746 -9.736 4.752 -20.917 -6.279 -5.083]}
46.05696,0.38916,1.000,-29.608,0.01689,-12.621,[0.013 0.109 0.015 0.013 0.019 0.044 1.000 0.035 0.013 0.045 0.017 0.008],[41.495 9.710 51.056 85.140 95.494 -46.986 -25.986 6.924 6.536 -11.638 -3.622 3.196]}
46.44612,0.38259,0.982,-27.637,0.01203,-14.406,[0.009 0.041 0.009 0.008 0.057 0.024 0.105 0.024 0.045 1.000 0.031 0.010],[39.992 -23.869 -27.290 61.689 55.305 -48.615 -62.798 -0.129 10.956 -19.136 -19.995 -7.562]}
46.82871,0.38317,1.000,-32.045,0.01675,-13.022,[0.060 1.000 0.042 0.020 0.019 0.028 0.058 0.023 0.052 0.110 0.022 0.023],[40.599 -6.375 -0.164 81.994 78.184 -52.328 -57.743 10.491 24.993 -28.334 -16.098 -6.467]}
47.21188,0.37664,1.000,-31.505,0.01304,-14.338,[0.012 0.084 0.014 0.011 0.019 0.061 1.000 0.041 0.013 0.044 0.015 0.006],[39.418 -37.234 -46.039 55.766 45.441 -54.188 -69.754 -8.457 8.578 -24.225 -15.404 -4.561]}
47.58853,0.38422,1.000,-31.371,0.01494,-11.790,[0.018 0.090 0.020 0.015 0.033 0.075 1.000 0.048 0.020 0.045 0.020 0.012],[41.601 9.799 42.310 92.636 93.937 -57.648 -25.704 1.057 -1.621 -19.626 -6.284 5.110]}
47.97274,0.37642,0.986,-29.300,0.01330,-13.701,[0.013 0.041 0.012 0.010 0.047 0.017 0.102 0.026 0.041 1.000 0.035 0.013],[39.703 -18.280 -27.821 69.732 54.688 -53.454 -65.431 10.823 14.844 -23.305 -11.430 -7.224]}
48.34916,0.37234,1.000,-31.532,0.01729,-13.638,[0.044 1.000 0.030 0.011 0.015 0.031 0.092 0.016 0.046 0.094 0.015 0.012],[40.316 -9.241 11.987 76.503 77.974 -39.475 -43.139 13.622 18.028 -15.658 -5.749 -2.131]}
48.72150,0.38943,1.000,-31.906,0.02573,-15.040,[0.009 0.071 0.009 0.009 0.021 0.050 1.000 0.025 0.008 0.027 0.010 0.006],[38.553 -30.258 -43.698 44.978 42.450 6.326 -53.000 5.391 0.944 3.589 19.128 -13.936]}
49.11093,0.37637,1.000,-30.676,0.01641,-10.985,[0.018 0.066 0.016 0.034 0.050 0.040 0.257 0.058 1.000 0.068 0.015 0.014],[42.479 15.972 47.340 105.460 100.261 -60.623 -26.190 6.659 9.772 -17.532 -10.973 18.340]}
49.48730,0.37764,1.000,-28.217,0.01412,-13.642,[0.011 0.034 0.013 0.015 0.065 0.016 0.068 0.016 0.073 1.000 0.035 0.018],[40.326 -24.546 -15.425 67.448 59.559 -49.163 -61.201 1.734 14.796 -21.337 -10.712 -5.235]}
49.86494,0.36567,1.000,-31.902,0.01698,-13.259,[0.057 1.000 0.031 0.015 0.052 0.030 0.046 0.024 0.077 0.160 0.014 0.027],[40.639 -13.050 1.390 71.136 76.466 -55.276 -50.424 1.930 23.730 -29.677 -12.166 -8.862]}
50.23061,0.38313,1.000,-30.320,0.02154,-15.127,[0.013 0.060 0.007 0.008 0.023 0.038 1.000 0.034 0.016 0.023 0.017 0.011],[38.723 -41.921 -29.519 48.513 51.905 -11.864 -46.199 12.861 -0.206 -11.891 22.111 -8.385]}
50.61374,0.37125,1.000,-31.534,0.01685,-11.871,[0.022 0.092 0.011 0.039 0.056 0.037 0.152 0.043 1.000 0.066 0.014 0.019],[42.559 15.295 61.735 85.606 94.097 -52.686 -24.202 1.033 -5.396 -23.911 -3.819 9.655]}
50.98499,0.37696,0.974,-27.020,0.01778,-13.567,[0.011 0.027 0.006 0.009 0.054 0.013 0.076 0.026 0.079 1.000 0.036 0.016],[39.641 -14.459 -30.917 73.336 57.539 -37.101 -67.272 14.178 9.174 -17.370 -4.970 -9.800]}
51.36195,0.37243,1.000,-30.586,0.01315,-13.433,[0.054 1.000 0.038 0.017 0.047 0.024 0.058 0.019 0.081 0.165 0.027 0.031],[40.485 -6.259 3.577 74.761 86.768 -59.356 -45.176 6.553 20.123 -20.957 -13.311 -1.567]}
51.73438,0.37202,1.000,-30.301,0.01286,-14.658,[0.015 0.060 0.011 0.012 0.026 0.056 1.000 0.034 0.019 0.039 0.013 0.009],[39.293 -33.688 -46.580 54.925 43.699 -55.246 -60.653 2.899 5.764 -22.469 -14.525 -5.331]}
52.10639,0.37098,1.000,-31.766,0.01587,-12.362,[0.025 0.068 0.016 0.049 0.079 0.049 0.214 0.041 1.000 0.065 0.017 0.023],[42.269 15.637 61.040 83.343 93.729 -62.022 -19.666 5.524 2.217 -21.879 -2.816 11.088]}
52.47737,0.36635,0.926,-27.524,0.01245,-13.811,[0.018 0.034 0.011 0.015 0.069 0.019 0.056 0.021 0.061 1.000 0.034 0.025],[39.982 -21.307 -27.241 60.088 57.826 -55.745 -65.128 0.491 14.186 -22.954 -16.849 -5.958]}
52.84372,0.37002,1.000,-31.475,0.01660,-13.613,[0.043 1.000 0.034 0.014 0.060 0.024 0.038 0.015 0.080 0.092 0.015 0.021],[40.729 -8.221 14.263 77.972 75.150 -42.052 -39.704 16.139 14.793 -20.955 -6.980 1.830]}
53.21374,0.36658,1.000,-31.734,0.01498,-14.694,[0.013 0.058 0.008 0.008 0.030 0.046 1.000 0.035 0.020 0.028 0.015 0.010],[39.524 -37.076 -45.934 56.681 44.588 -54.790 -57.635 -0.584 6.147 -28.527 -18.276 -6.611]}
53.58032,0.37175,1.000,-32.342,0.01851,-10.836,[0.030 0.078 0.027 0.047 0.097 0.052 0.161 0.050 1.000 0.063 0.021 0.029],[43.013 10.844 51.712 96.823 86.801 -57.746 -16.393 5.080 10.114 -25.321 -4.091 9.433]}
53.95206,0.35896,0.961,-26.993,0.01066,-14.112,[0.011 0.027 0.010 0.014 0.075 0.015 0.061 0.030 0.080 1.000 0.035 0.028],[39.661 -18.301 -32.568 62.463 54.842 -58.986 -67.951 12.174 17.442 -21.598 -19.777 -6.698]}
54.31102,0.36698,1.000,-31.836,0.01887,-12.773,[0.051 1.000 0.037 0.015 0.074 0.022 0.035 0.016 0.076 0.113 0.020 0.032],[40.660 -15.098 9.127 78.312 79.526 -43.635 -47.212 4.598 14.086 -18.409 -0.802 -10.142]}
54.67800,0.36395,1.000,-29.713,0.01519,-14.212,[0.010 0.085 0.034 0.009 0.013 0.042 1.000 0.030 0.019 0.042 0.014 0.007],[39.570 -33.592 -47.340 58.827 42.918 -46.648 -64.793 11.072 6.647 -23.866 -13.728 -14.296]}
55.04195,0.36662,1.000,-32.496,0.01594,-12.174,[0.022 0.125 0.120 0.017 0.037 0.050 0.143 0.029 0.038 1.000 0.030 0.016],[41.754 26.492 62.846 96.091 96.906 -61.363 -19.579 13.202 1.655 -24.083 -4.762 12.209]}
55.40857,0.36045,0.966,-26.869,0.01262,-13.791,[0.007 0.040 0.037 0.007 0.052 0.015 0.055 0.017 0.044 1.000 0.029 0.008],[40.373 -10.088 -21.394 62.191 52.985 -54.460 -63.064 3.570 20.964 -16.939 -14.906 -1.479]}
55.76902,0.36580,1.000,-30.035,0.01341,-12.677,[0.042 1.000 0.107 0.018 0.012 0.017 0.040 0.015 0.050 0.101 0.019 0.016],[41.094 -11.675 17.442 73.807 84.995 -53.209 -47.681 2.368 19.047 -20.666 -5.671 -10.604]}
56.13483,0.35937,0.988,-29.075,0.01073,-14.316,[0.019 0.066 0.021 0.021 0.024 0.068 1.000 0.025 0.012 0.039 0.018 0.015],[39.587 -35.133 -50.946 43.330 34.232 -62.536 -63.674 -1.300 5.929 -24.148 -18.423 -9.954]}
56.49420,0.36027,1.000,-30.339,0.01342,-11.755,[0.026 0.101 0.122 0.023 0.052 0.056 0.372 0.027 0.041 1.000 0.042 0.021],[42.477 20.728 55.073 89.319 84.016 -64.252 -16.321 13.227 0.763 -20.532 -7.893 7.619]}
56.85447,0.35995,0.991,-28.789,0.01333,-13.384,[0.013 0.034 0.033 0.017 0.043 0.011 0.051 0.013 0.044 1.000 0.039 0.015],[40.893 -19.548 -12.823 66.409 58.546 -49.508 -52.575 0.545 12.257 -23.283 -16.365 -1.035]}
57.21442,0.35905,1.000,-31.366,0.01086,-13.333,[0.049 1.000 0.118 0.027 0.018 0.020 0.041 0.014 0.051 0.151 0.022 0.023],[40.935 -10.116 15.170 63.335 75.856 -61.227 -50.479 -5.830 18.550 -19.458 -14.426 -9.271]}
57.57347,0.35315,0.946,-28.283,0.01295,-14.714,[0.012 0.058 0.037 0.010 0.015 0.037 1.000 0.031 0.011 0.039 0.015 0.007],[39.560 -38.685 -38.323 41.173 41.412 -57.797 -62.266 -11.748 0.554 -22.467 -10.678 -8.166]}
57.92662,0.36050,1.000,-29.005,0.01866,-11.760,[0.018 0.096 0.136 0.022 0.042 0.036 0.181 0.031 0.046 1.000 0.028 0.013],[42.587 28.531 64.395 92.752 97.715 -50.929 -27.306 15.718 0.864 -21.213 0.348 12.080]}
58.28712,0.35565,0.930,-27.683,0.01338,-14.292,[0.007 0.031 0.040 0.008 0.047 0.009 0.056 0.014 0.041 1.000 0.029 0.008],[40.364 -18.451 -16.705 48.834 58.330 -52.321 -56.134 -4.497 10.275 -17.993 -11.343 -3.063]}
58.64277,0.35433,1.000,-28.474,0.01607,-13.491,[0.043 1.000 0.134 0.018 0.012 0.021 0.050 0.012 0.045 0.104 0.019 0.015],[40.853 -15.738 10.908 72.120 83.568 -46.504 -40.319 8.140 13.917 -24.401 -4.501 -5.143]}
58.99710,0.35270,0.997,-29.386,0.01760,-14.512,[0.012 0.065 0.041 0.009 0.014 0.047 1.000 0.027 0.012 0.046 0.012 0.005],[39.431 -29.493 -50.824 51.472 39.834 -37.837 -63.929 1.228 3.468 -19.811 -7.283 -10.234]}
59.34980,0.36059,1.000,-31.291,0.01979,-11.442,[0.017 0.086 0.217 0.025 0.043 0.043 0.424 0.033 0.047 1.000 0.035 0.014],[42.419 25.293 41.573 96.168 73.348 -48.670 -14.015 16.499 6.470 -18.766 -1.588 7.234]}
59.71039,0.34798,0.982,-27.373,0.01171,-13.832,[0.011 0.030 0.059 0.011 0.049 0.012 0.061 0.014 0.041 1.000 0.045 0.010],[40.396 -18.576 -20.941 57.619 51.008 -60.599 -56.594 -3.249 13.794 -24.014 -15.782 -4.202]}
60.05837,0.34807,1.000,-30.130,0.01687,-12.869,[0.045 1.000 0.148 0.023 0.013 0.020 0.040 0.017 0.044 0.135 0.017 0.017],[40.803 -4.188 6.252 83.989 79.131 -50.014 -52.913 19.987 22.183 -18.263 -16.154 -2.903]}
60.40644,0.35388,1.000,-31.509,0.02171,-14.881,[0.015 0.074 0.012 0.013 0.013 0.051 1.000 0.027 0.010 0.039 0.013 0.039],[38.803 -29.328 -40.632 55.190 48.125 -23.080 -58.306 10.819 6.282 -12.492 6.525 -8.878]}
60.76032,0.35501,1.000,-31.116,0.01747,-11.679,[0.032 0.092 0.019 0.031 0.036 0.035 0.163 0.036 0.049 1.000 0.037 0.132],[42.292 20.033 62.484 95.351 105.664 -54.836 -8.209 7.712 -6.511 -20.207 -5.223 8.165]}
61.11533,0.34789,0.982,-28.107,0.01233,-12.890,[0.016 0.035 0.014 0.018 0.053 0.014 0.054 0.014 0.041 1.000 0.039 0.063],[40.560 -23.822 -18.141 71.205 45.795 -59.614 -53.373 7.100 0.890 -28.394 -13.081 -6.975]}
61.46322,0.34803,1.000,-30.954,0.01587,-12.237,[0.025 0.036 1.000 0.056 0.020 0.014 0.045 0.020 0.022 0.113 0.027 0.086],[41.610 -14.582 5.737 79.040 96.626 -54.142 -48.525 -1.829 28.583 -16.990 -17.239 -4.138]}
61.81125,0.34853,0.963,-28.555,0.01421,-14.795,[0.011 0.050 0.054 0.016 0.016 0.050 1.000 0.032 0.012 0.034 0.016 0.036],[39.426 -41.908 -35.302 53.199 44.647 -53.232 -46.882 9.000 7.778 -22.983 -10.122 -4.728]}
62.15977,0.35401,1.000,-31.070,0.01527,-11.938,[0.036 0.035 0.120 0.057 0.037 0.040 0.152 0.026 0.044 1.000 0.041 0.159],[42.232 21.915 65.300 91.679 112.384 -58.056 -6.584 8.770 -1.285 -22.453 1.643 8.660]}
62.51379,0.34295,0.898,-25.300,0.01452,-14.089,[0.014 0.023 0.025 0.023 0.060 0.017 0.053 0.021 0.048 1.000 0.049 0.066],[40.312 -11.423 -24.317 58.312 49.143 -57.392 -58.695 5.694 3.475 -22.269 -10.776 -10.004]}
62.85673,0.34163,1.000,-28.672,0.01231,-12.791,[0.027 0.042 1.000 0.050 0.016 0.014 0.037 0.013 0.017 0.132 0.015 0.073],[41.863 -14.035 29.335 67.301 92.570 -53.623 -43.811 -3.656 21.298 -18.054 -11.759 -6.547]}
63.19837,0.34998,0.956,-28.828,0.01611,-14.528,[0.016 0.055 0.080 0.023 0.019 0.053 1.000 0.031 0.011 0.046 0.015 0.050],[39.360 -37.524 -45.029 52.203 44.840 -50.624 -43.212 2.834 11.969 -20.693 -7.530 -8.089]}
63.54834,0.34717,1.000,-30.359,0.01264,-11.038,[0.030 0.031 0.129 0.034 0.039 0.045 0.280 0.034 0.043 1.000 0.034 0.156],[43.212 13.295 54.367 91.431 106.088 -65.789 -0.041 6.110 -0.083 -24.365 -11.563 9.464]}
63.89551,0.33610,0.918,-26.729,0.00989,-13.284,[0.014 0.017 0.022 0.014 0.042 0.015 0.079 0.018 0.035 1.000 0.033 0.053],[40.977 -29.657 -28.114 48.172 61.868 -64.188 -64.639 -5.805 16.242 -20.776 -14.104 -4.326]}
64.23161,0.34871,1.000,-27.320,0.01785,-12.456,[0.026 0.051 1.000 0.068 0.021 0.019 0.080 0.022 0.032 0.186 0.023 0.115],[41.127 -6.247 14.781 84.565 92.765 -50.958 -51.561 9.461 27.162 -12.946 -8.971 0.481]}
64.58032,0.34299,1.000,-31.071,0.01307,-14.560,[0.014 0.051 0.036 0.015 0.013 0.046 1.000 0.037 0.012 0.054 0.017 0.043],[39.534 -37.791 -36.809 54.399 41.108 -57.645 -50.600 2.966 -2.241 -26.329 -18.925 4.756]}
64.92331,0.33642,1.000,-31.688,0.01189,-11.791,[0.042 0.030 0.081 0.052 0.035 0.035 0.232 0.047 0.051 1.000 0.046 0.185],[42.602 17.788 60.853 85.276 105.601 -65.765 -5.108 8.809 0.263 -25.628 -10.611 9.439]}
65.25973,0.34204,0.965,-26.365,0.01774,-12.719,[0.021 0.026 0.026 0.026 0.056 0.016 0.074 0.026 0.038 1.000 0.053 0.083],[40.941 -22.570 -11.709 67.783 56.559 -56.310 -50.637 9.608 5.487 -27.749 -0.651 -3.841]}
65.60177,0.34245,1.000,-28.829,0.01486,-12.719,[0.034 0.048 1.000 0.063 0.022 0.018 0.050 0.016 0.026 0.158 0.021 0.099],[41.645 -13.147 6.567 70.843 95.536 -49.101 -47.896 7.533 32.259 -24.865 -10.670 -2.026]}
65.94422,0.33592,0.963,-28.339,0.01462,-14.282,[0.017 0.038 0.163 0.028 0.057 0.013 0.036 0.019 0.048 1.000 0.040 0.019],[39.832 -18.742 -23.160 56.078 49.952 -58.374 -45.588 1.951 12.112 -20.371 -7.380 -2.994]}
66.28014,0.33778,1.000,-29.921,0.01779,-10.947,[0.013 0.045 0.280 0.029 0.029 0.011 0.039 0.013 0.066 1.000 0.040 0.014],[42.812 14.451 47.389 92.261 96.873 -64.986 2.988 15.484 -2.273 -19.689 -6.891 3.469]}
66.61791,0.33692,0.975,-26.389,0.01600,-13.175,[0.016 0.044 1.000 0.048 0.019 0.012 0.034 0.009 0.019 0.097 0.017 0.010],[41.385 -3.610 23.867 66.861 81.191 -50.486 -42.348 5.847 11.969 -20.000 -5.864 -3.622]}
