start,duration,confidence,loudness_start,loudness_max_time,loudness_max,pitches,timbre
255.23370,0.52240,0.128,-5.825,0.17916,-2.140,[0.211 0.602 1.000 0.339 0.265 0.171 0.222 0.165 0.198 0.632 0.185 0.153],[54.888 134.824 11.022 -8.287 38.376 -28.570 5.726 -16.941 -6.787 0.765 -24.867 -5.542]}
255.75610,0.23819,0.424,-6.930,0.04440,-2.773,[0.126 0.384 1.000 0.340 0.192 0.076 0.129 0.087 0.165 0.788 0.159 0.065],[55.478 116.998 22.605 -10.123 32.404 -27.748 -22.022 -0.050 -23.843 11.824 -17.325 -6.065]}
255.99429,0.11020,0.110,-6.907,0.01658,-3.326,[0.137 1.000 0.855 0.349 0.108 0.035 0.069 0.025 0.055 0.150 0.045 0.058],[54.609 87.578 0.394 -12.951 11.847 -53.202 1.365 18.879 -1.273 3.666 5.018 8.079]}
256.10449,0.11029,0.163,-7.352,0.00968,-2.114,[0.746 0.513 0.423 0.647 0.464 0.193 0.383 0.126 0.120 0.096 0.085 1.000],[54.528 97.226 -30.518 -27.397 -34.143 -61.640 -26.886 15.900 2.194 -12.416 1.012 3.884]}
256.21478,0.13950,0.429,-7.772,0.05218,-3.630,[0.086 0.602 0.898 0.311 0.179 0.082 0.146 0.106 0.097 1.000 0.120 0.100],[54.613 122.841 44.231 -3.834 32.288 -18.133 -17.712 1.370 -22.017 23.114 -8.114 -6.134]}
256.35429,0.39388,0.125,-7.793,0.00814,-3.380,[0.573 1.000 0.851 0.682 0.576 0.526 0.543 0.475 0.562 0.619 0.616 0.566],[55.179 78.864 2.735 -26.319 -1.241 -50.827 0.451 1.953 0.693 4.720 -9.220 -2.347]}
256.74816,0.07642,0.308,-5.156,0.00444,-2.576,[0.865 0.375 0.080 0.096 0.219 0.174 0.207 0.188 0.306 1.000 0.971 0.076],[54.550 122.596 31.961 -4.157 7.028 -56.381 -43.250 0.024 0.162 -10.547 -3.627 -10.077]}
256.82458,0.12145,0.129,-7.108,0.02485,-3.418,[0.719 0.133 0.045 0.101 0.067 0.120 0.255 0.053 0.087 0.530 0.120 1.000],[55.140 86.067 12.000 -16.983 2.329 -35.942 7.131 8.160 -1.187 2.322 -5.607 -0.765]}
256.94603,0.23814,0.236,-7.247,0.11905,-1.913,[0.523 0.654 1.000 0.904 0.861 0.706 0.845 0.553 0.642 0.644 0.713 0.763],[55.588 91.089 -0.898 -19.300 -9.010 -27.055 -11.483 8.497 0.954 5.038 -9.723 7.565]}
257.18417,0.23810,0.410,-7.909,0.05957,-3.432,[0.383 0.168 0.074 0.092 0.118 0.148 0.241 0.100 0.162 0.595 0.445 1.000],[55.110 95.899 35.835 -3.344 6.091 -30.959 -6.048 5.244 -9.449 5.019 -10.787 -6.145]}
257.42227,0.19152,0.297,-6.957,0.04506,-2.861,[0.687 0.675 1.000 0.773 0.744 0.656 0.717 0.523 0.458 0.471 0.563 0.556],[54.783 64.958 -10.342 -11.059 -19.838 -29.072 -8.803 -4.534 1.211 -4.226 -6.417 3.121]}
257.61379,0.29093,0.455,-8.192,0.11308,-2.500,[0.277 0.135 0.076 0.127 0.092 0.068 0.279 0.081 0.108 0.552 0.336 1.000],[53.944 108.737 41.503 -23.830 2.192 -18.005 13.989 -6.188 -12.756 11.507 -25.659 -2.472]}
257.90472,0.23147,0.387,-7.818,0.11200,-1.805,[0.539 0.700 1.000 0.939 0.904 0.832 0.791 0.620 0.651 0.650 0.598 0.501],[55.390 90.461 -9.719 -15.944 -8.344 -21.591 -6.593 14.675 9.984 0.923 -5.817 15.156]}
258.13619,0.22585,0.449,-8.567,0.04104,-3.605,[0.401 0.187 0.130 0.150 0.132 0.099 0.233 0.082 0.093 0.621 0.363 1.000],[54.683 80.334 33.322 -10.528 13.968 -28.709 -3.021 -10.188 -1.407 -2.466 -11.972 -2.483]}
258.36204,0.24444,0.398,-6.806,0.05939,-1.949,[0.612 0.765 1.000 0.817 0.856 0.875 0.641 0.720 0.773 0.785 0.589 0.994],[54.820 71.560 8.786 -9.410 -14.969 -24.721 -1.237 0.417 7.111 12.695 -9.886 3.300]}
258.60649,0.12776,0.412,-8.181,0.04812,-3.541,[0.095 0.686 1.000 0.317 0.133 0.043 0.085 0.051 0.117 0.718 0.072 0.063],[54.294 110.608 44.912 4.661 12.240 -12.924 -8.853 9.995 -1.994 13.061 -3.286 -4.245]}
258.73424,0.09283,0.278,-8.553,0.03728,-3.310,[0.205 1.000 0.365 0.097 0.083 0.077 0.120 0.082 0.230 0.311 0.170 0.035],[54.330 81.684 -0.557 0.350 -8.456 -33.173 7.849 -2.438 3.370 -1.382 -11.405 10.654]}
258.82707,0.26122,0.294,-8.709,0.14426,-2.955,[0.449 0.642 0.586 0.881 1.000 0.683 0.598 0.499 0.544 0.617 0.492 0.473],[54.349 70.246 9.933 -26.934 0.444 -25.760 -0.757 17.602 -1.999 18.623 3.177 19.602]}
259.08830,0.24449,0.288,-7.931,0.15590,-3.535,[0.126 0.354 1.000 0.287 0.155 0.088 0.082 0.056 0.106 0.350 0.125 0.105],[54.393 114.373 34.894 -19.968 -1.042 -24.945 -5.737 -3.175 -9.149 6.637 -18.857 3.578]}
259.33279,0.23134,0.238,-8.014,0.01279,-3.312,[0.776 0.951 0.733 0.994 1.000 0.885 0.846 0.759 0.848 0.890 0.901 0.833],[54.440 48.643 3.383 -5.214 -20.251 -47.195 3.018 -3.010 -8.049 -1.019 -2.847 12.281]}
259.56413,0.24354,0.445,-8.424,0.08252,-2.715,[0.146 0.348 1.000 0.305 0.186 0.113 0.142 0.144 0.161 0.437 0.116 0.093],[54.652 94.404 40.791 -14.215 10.671 -26.974 -10.404 9.400 0.891 5.739 -8.126 5.504]}
259.80766,0.11020,0.057,-6.716,0.01515,-3.418,[0.122 0.715 1.000 0.436 0.531 0.047 0.076 0.019 0.040 0.160 0.039 0.065],[54.926 69.976 18.657 -19.944 -16.224 -46.565 -0.940 1.456 -14.466 -4.529 8.538 28.270]}
259.91787,0.12249,0.064,-7.016,0.00621,-2.148,[0.658 0.469 0.498 0.514 0.378 0.101 0.242 0.133 0.203 0.492 0.177 1.000],[54.764 76.357 -3.252 -22.777 -22.160 -56.775 -2.079 17.911 4.293 -18.849 -4.733 10.950]}
260.04036,0.12172,0.384,-8.484,0.04193,-2.966,[0.081 0.632 1.000 0.386 0.223 0.058 0.132 0.089 0.082 0.853 0.077 0.066],[54.434 115.991 46.430 -1.107 6.561 -16.831 -16.652 7.623 -4.703 -0.068 -10.412 -4.480]}
260.16209,0.35451,0.316,-8.039,0.01934,-2.425,[0.267 0.383 1.000 0.428 0.572 0.335 0.319 0.237 0.376 0.317 0.320 0.282],[55.173 68.580 4.442 5.315 -10.513 -36.648 7.811 -7.898 -1.765 9.685 -11.426 22.744]}
260.51660,0.23773,0.625,-9.192,0.03129,-2.723,[0.159 0.109 0.202 0.344 1.000 0.264 0.268 0.193 0.379 0.197 0.234 0.559],[54.690 102.277 32.087 13.173 -5.661 -17.418 -18.013 -15.503 -3.393 -7.352 -4.894 2.541]}
260.75433,0.11596,0.383,-9.166,0.01751,-3.773,[0.156 0.086 0.063 0.476 1.000 0.324 0.037 0.021 0.070 0.045 0.029 0.310],[54.066 65.185 31.131 -10.891 -10.441 -48.380 14.650 11.993 -8.581 -0.043 9.588 25.407]}
260.87029,0.09905,0.193,-7.758,0.00542,-3.050,[0.673 0.582 0.508 0.476 0.593 0.164 0.202 0.077 0.119 0.061 0.073 1.000],[54.097 71.587 -26.720 -26.076 -31.055 -52.747 -10.445 15.098 5.610 -17.061 -5.013 20.787]}
260.96934,0.26027,0.568,-8.541,0.06615,-2.572,[0.174 0.119 0.121 0.309 1.000 0.193 0.221 0.112 0.396 0.122 0.095 0.456],[53.845 98.590 45.002 -4.835 1.998 0.152 -8.953 -1.713 -6.080 -4.383 -23.775 8.727]}
261.22961,0.23882,0.459,-9.917,0.01855,-3.917,[0.722 0.822 0.915 0.925 1.000 0.795 0.822 0.734 0.835 0.784 0.818 0.684],[53.819 58.327 4.405 -9.376 -13.350 -44.924 -6.380 -1.102 -2.180 -2.238 3.654 10.665]}
261.46844,0.23805,0.620,-8.565,0.03580,-1.860,[0.127 0.050 0.114 0.290 1.000 0.251 0.195 0.115 0.293 0.109 0.130 0.521],[55.006 98.799 32.033 17.465 1.447 -5.054 -19.390 -19.757 -3.941 -13.392 -1.446 0.471]}
261.70649,0.11592,0.454,-9.494,0.01875,-3.263,[0.109 0.064 0.050 0.344 1.000 0.219 0.023 0.013 0.050 0.023 0.019 0.208],[54.832 61.604 16.016 -16.209 -3.442 -41.575 -13.943 7.497 -12.320 -5.912 17.105 17.274]}
261.82240,0.12222,0.120,-6.675,0.00574,-2.323,[0.656 0.709 0.560 0.648 0.821 0.120 0.255 0.154 0.174 0.106 0.126 1.000],[54.470 84.350 -4.065 -24.826 -30.129 -60.055 -4.811 3.134 3.192 -28.297 7.874 22.569]}
261.94463,0.23755,0.402,-8.307,0.03939,-3.214,[0.095 0.058 0.102 0.292 1.000 0.267 0.213 0.152 0.295 0.138 0.142 0.361],[54.556 102.303 31.733 4.590 5.494 -9.992 -12.150 -26.013 2.701 -10.423 -5.351 9.616]}
262.18218,0.24385,0.479,-7.806,0.02478,-2.865,[0.666 0.803 0.828 0.960 1.000 0.726 0.683 0.793 0.801 0.740 0.722 0.720],[54.228 63.307 -3.895 12.768 -18.382 -42.723 -16.658 -2.611 -7.843 0.484 -4.743 12.704]}
262.42603,0.23887,0.461,-9.817,0.12982,-4.779,[0.177 0.415 0.205 0.102 0.169 0.344 1.000 0.357 0.335 0.511 0.149 0.126],[53.317 87.096 40.046 -8.741 1.350 -25.075 -18.714 -21.740 -16.747 -5.519 -8.838 5.653]}
262.66490,0.09288,0.356,-9.195,0.03172,-4.050,[0.227 1.000 0.172 0.074 0.514 0.519 0.867 0.827 0.387 0.372 0.054 0.021],[53.331 56.692 27.010 14.903 6.256 -39.824 -1.775 -5.165 -0.923 5.448 6.046 27.780]}
262.75778,0.13864,0.408,-9.063,0.02431,-2.518,[0.791 0.759 0.754 0.797 0.650 0.378 0.454 0.158 0.128 0.102 0.114 1.000],[53.714 82.399 -18.926 -10.444 -22.976 -30.960 -22.313 22.257 7.309 4.336 27.537 11.898]}
262.89642,0.12776,0.277,-9.681,0.03372,-5.226,[0.088 0.316 0.131 0.052 0.114 0.160 1.000 0.112 0.073 0.097 0.079 0.070],[52.870 91.216 53.665 2.294 3.573 -26.312 -30.344 -4.618 -21.212 2.392 3.263 1.129]}
263.02417,0.11034,0.079,-8.995,0.00553,-5.561,[0.197 0.613 0.352 0.084 0.143 0.262 0.643 0.189 0.340 1.000 0.332 0.113],[52.853 67.643 17.757 -19.147 4.213 -54.341 4.461 7.463 2.221 3.429 -0.878 5.730]}
263.13451,0.23220,0.257,-8.208,0.12272,-4.408,[0.693 1.000 0.764 0.750 0.735 0.864 0.659 0.716 0.706 0.681 0.667 0.674],[53.291 45.254 10.725 -0.236 -16.686 -27.249 -12.443 2.502 -6.288 16.550 -9.163 15.336]}
263.36671,0.12739,0.553,-11.617,0.05254,-5.547,[0.103 0.376 0.170 0.066 0.087 0.139 1.000 0.101 0.067 0.098 0.084 0.058],[52.664 78.481 55.536 -1.395 6.657 -11.179 -14.691 7.134 -14.026 1.996 -1.251 4.013]}
263.49410,0.12785,0.169,-9.792,0.01558,-5.196,[0.117 0.509 0.271 0.077 0.161 0.182 0.543 0.129 0.205 1.000 0.213 0.087],[53.385 60.255 32.351 -16.181 -4.982 -43.005 -8.870 9.155 -18.407 -0.221 -1.622 -6.894]}
263.62195,0.10435,0.151,-8.200,0.01515,-4.389,[0.211 1.000 0.323 0.063 0.110 0.202 0.380 0.114 0.103 0.069 0.065 0.091],[54.243 70.412 30.628 -15.196 1.708 -54.479 1.627 20.514 11.674 10.845 4.838 30.873]}
263.72630,0.12204,0.104,-6.906,0.00710,-2.382,[0.687 0.666 0.452 0.435 0.393 0.125 0.280 0.119 0.138 0.107 0.130 1.000],[53.852 87.246 -19.054 -23.779 -30.671 -61.906 -23.945 10.314 12.270 -16.975 -3.345 -2.933]}
263.84834,0.12240,0.253,-8.780,0.03780,-5.388,[0.104 0.395 0.211 0.044 0.111 0.148 1.000 0.150 0.074 0.078 0.077 0.063],[52.926 86.378 54.524 12.792 -7.664 -24.628 -20.956 0.682 -36.987 -3.980 -1.166 8.847]}
263.97075,0.35401,0.349,-9.458,0.23846,-4.649,[0.378 1.000 0.469 0.447 0.446 0.537 0.772 0.700 0.393 0.436 0.362 0.320],[53.868 57.394 18.063 -16.273 -9.477 -41.127 -0.076 2.131 -5.695 2.456 -9.954 2.628]}
264.32476,0.24313,0.583,-9.360,0.03630,-2.887,[0.115 0.156 0.169 0.394 1.000 0.287 0.261 0.156 0.382 0.443 0.185 0.175],[54.829 105.530 23.398 10.216 -0.867 -12.672 -25.333 -13.986 -1.546 -3.321 -12.752 2.780]}
264.56789,0.11029,0.304,-9.696,0.01637,-4.820,[0.228 0.807 0.141 0.570 1.000 0.402 0.054 0.032 0.125 0.081 0.033 0.256],[54.034 55.000 27.906 -20.501 -0.607 -40.929 -5.069 6.431 4.796 -2.048 -1.219 13.032]}
264.67819,0.12200,0.043,-8.305,0.00671,-2.421,[0.686 0.757 0.590 0.378 0.570 0.203 0.265 0.137 0.152 0.108 0.137 1.000],[53.722 89.161 -24.983 -20.543 -39.469 -54.941 -27.030 12.229 2.831 -22.530 -8.112 8.580]}
264.80018,0.12748,0.656,-9.513,0.04401,-2.259,[0.183 0.213 0.166 0.516 0.846 0.265 0.164 0.134 1.000 0.113 0.056 0.225],[54.925 120.858 45.730 11.692 2.649 -2.813 -22.911 -9.305 -5.473 -8.444 4.937 -1.407]}
264.92766,0.35451,0.040,-7.336,0.23422,-4.554,[0.395 0.807 0.588 0.656 1.000 0.567 0.628 0.397 0.430 0.458 0.385 0.418],[53.914 56.932 5.513 -23.077 -8.617 -36.292 2.691 0.687 6.007 -4.316 -12.863 7.470]}
265.28218,0.23791,0.646,-9.721,0.02995,-2.527,[0.066 0.051 0.115 0.341 1.000 0.363 0.245 0.168 0.351 0.501 0.233 0.216],[54.749 107.515 24.616 6.858 2.536 -17.382 -20.581 -25.018 0.651 -3.560 5.615 -2.939]}
265.52009,0.10454,0.005,-7.833,0.03553,-4.414,[0.218 0.757 0.161 0.558 1.000 0.368 0.040 0.025 0.092 0.093 0.034 0.272],[53.723 54.544 24.793 -7.808 -2.720 -44.436 -5.408 7.683 6.345 3.355 5.200 8.399]}
265.62463,0.12798,0.224,-7.755,0.01308,-2.448,[0.740 0.742 0.640 0.524 0.585 0.235 0.267 0.104 0.108 0.075 0.096 1.000],[54.145 93.171 -20.520 -26.399 -31.841 -60.416 -25.082 13.206 12.595 0.871 8.134 -0.560]}
265.75261,0.12757,0.375,-8.782,0.03152,-3.319,[0.193 0.223 0.160 0.489 0.866 0.218 0.179 0.126 1.000 0.121 0.049 0.239],[54.206 117.827 45.254 3.109 3.024 -18.394 -35.528 -12.125 -0.701 1.314 6.275 -5.440]}
265.88018,0.35415,0.072,-8.226,0.06991,-4.524,[0.404 0.814 0.560 0.673 1.000 0.698 0.519 0.495 0.558 0.520 0.399 0.515],[54.243 51.224 14.386 -16.764 -10.872 -43.079 -5.224 8.037 -5.474 8.635 -13.956 6.989]}
266.23433,0.23719,0.494,-8.165,0.03392,-2.755,[0.085 0.342 1.000 0.307 0.150 0.076 0.116 0.080 0.134 0.534 0.137 0.058],[54.757 96.071 33.054 2.179 -0.811 -11.840 -7.542 -1.895 -9.449 -14.793 -7.591 -4.902]}
266.47152,0.11107,0.284,-8.211,0.03605,-4.210,[0.149 1.000 0.931 0.379 0.101 0.051 0.075 0.024 0.062 0.126 0.036 0.064],[53.476 58.621 7.549 -2.298 -10.435 -46.815 4.668 1.721 12.376 -0.164 6.002 18.766]}
266.58259,0.12762,0.385,-9.105,0.00825,-2.213,[0.636 0.671 0.315 0.492 0.449 0.179 0.654 0.181 0.142 0.107 0.119 1.000],[54.508 77.381 -2.548 -25.499 -25.672 -61.368 -18.998 7.209 11.630 -14.705 4.144 1.464]}
266.71020,0.46966,0.286,-7.813,0.13059,-3.672,[0.242 0.668 1.000 0.381 0.293 0.186 0.224 0.174 0.220 0.595 0.194 0.169],[54.136 80.152 27.032 -5.619 6.271 -26.235 -4.933 -14.076 3.984 8.227 -19.001 -2.123]}
267.17986,0.24957,0.509,-9.401,0.04395,-3.800,[0.127 0.384 1.000 0.328 0.190 0.059 0.126 0.086 0.152 0.684 0.160 0.074],[54.174 91.067 38.508 -5.270 14.205 -24.920 -15.521 -1.916 -8.214 7.307 -11.347 -5.594]}
267.42943,0.21528,0.332,-7.661,0.00882,-2.499,[0.566 0.855 0.664 1.000 0.973 0.818 0.787 0.642 0.617 0.719 0.603 0.549],[54.880 72.829 -1.632 -17.046 -19.319 -48.984 -13.166 12.943 11.942 4.168 -13.820 12.608]}
267.64472,0.48762,0.516,-8.886,0.05315,-3.449,[0.196 0.650 1.000 0.335 0.288 0.169 0.181 0.153 0.180 0.575 0.177 0.158],[54.324 89.308 43.516 -6.763 11.878 -15.619 -6.294 -6.839 -11.559 26.624 -14.399 6.320]}
268.13234,0.11578,0.405,-7.474,0.04875,-2.943,[0.747 0.233 0.153 0.141 0.138 0.113 0.280 0.101 0.178 0.962 0.120 1.000],[55.124 95.656 39.826 -7.218 10.365 -21.434 -25.228 14.340 -7.491 -0.113 -10.231 -5.835]}
268.24812,0.12839,0.027,-7.931,0.03193,-4.449,[0.708 0.110 0.036 0.107 0.055 0.115 0.298 0.051 0.088 0.459 0.125 1.000],[54.693 74.936 21.844 -20.069 -4.360 -36.278 4.119 9.791 0.754 12.696 -4.539 -3.319]}
268.37651,0.23193,0.150,-7.390,0.11703,-2.167,[0.550 0.650 1.000 0.971 0.906 0.704 0.860 0.604 0.680 0.679 0.755 0.808],[55.366 83.326 -2.798 -14.295 -14.834 -33.399 -8.907 7.094 5.527 0.999 -7.388 7.953]}
268.60844,0.24966,0.458,-7.954,0.06313,-3.405,[0.361 0.153 0.060 0.081 0.122 0.126 0.254 0.110 0.173 0.536 0.381 1.000],[54.583 85.958 39.335 -13.181 2.257 -18.057 -8.672 5.030 -7.497 2.967 -5.268 -8.957]}
268.85810,0.23211,0.052,-6.595,0.03283,-3.305,[0.699 0.832 1.000 0.831 0.788 0.782 0.856 0.730 0.791 0.756 0.772 0.476],[54.417 71.559 -3.158 -12.293 -26.313 -29.102 -1.736 -1.381 -1.438 -4.181 -2.142 9.986]}
269.09020,0.23782,0.513,-8.968,0.06544,-2.853,[0.355 0.139 0.087 0.134 0.097 0.078 0.248 0.069 0.121 0.524 0.360 1.000],[54.769 90.615 32.620 -9.235 1.500 -24.023 -11.360 -0.443 -8.198 1.725 -5.832 -9.509]}
269.32803,0.23828,0.282,-6.909,0.11707,-1.671,[0.536 0.667 1.000 0.961 0.896 0.769 0.719 0.631 0.634 0.636 0.574 0.490],[55.395 88.750 -2.705 -13.277 -12.058 -23.951 -3.955 16.238 5.618 5.429 -5.643 17.122]}
269.56630,0.12753,0.382,-8.346,0.04077,-3.563,[0.733 0.179 0.102 0.111 0.194 0.132 0.325 0.077 0.092 0.861 0.098 1.000],[54.555 97.339 39.868 -8.965 14.757 -29.086 -16.605 7.287 -0.927 2.569 -6.373 -3.545]}
269.69383,0.11692,0.041,-7.451,0.01619,-3.563,[0.720 0.145 0.079 0.099 0.131 0.116 0.260 0.056 0.133 0.626 0.131 1.000],[54.712 62.622 17.484 -11.117 5.478 -53.428 14.788 3.330 10.964 15.111 -0.235 -3.536]}
269.81075,0.23120,0.378,-6.624,0.03528,-2.193,[0.664 0.880 0.964 0.826 0.890 0.891 0.699 0.783 0.867 0.927 0.684 1.000],[55.352 68.048 3.200 0.233 -17.388 -29.969 4.425 -0.778 3.462 -0.743 -7.608 4.549]}
270.04195,0.20340,0.487,-8.311,0.03805,-3.201,[0.181 0.368 1.000 0.248 0.141 0.095 0.140 0.181 0.138 0.493 0.160 0.109],[54.974 80.240 32.750 -4.067 12.481 -23.867 -20.291 1.654 -8.007 7.132 0.797 -3.882]}
270.24535,0.15093,0.325,-7.708,0.05322,-3.072,[0.100 0.627 1.000 0.313 0.375 0.069 0.074 0.028 0.051 0.171 0.027 0.061],[54.445 71.174 27.921 -9.498 6.123 -19.576 3.672 1.325 -5.229 7.046 -1.228 23.165]}
270.39628,0.12190,0.090,-8.815,0.00327,-2.857,[0.669 0.483 0.268 0.462 0.436 0.131 0.257 0.152 0.193 0.557 0.201 1.000],[54.639 74.069 -7.076 -34.839 -17.734 -51.108 -10.713 5.214 12.493 -19.611 -3.520 2.106]}
270.51819,0.11633,0.262,-7.728,0.03696,-3.760,[0.115 0.728 1.000 0.428 0.248 0.089 0.136 0.091 0.093 0.815 0.104 0.080],[54.518 116.028 37.710 -13.882 12.705 -23.266 -21.292 18.330 -0.531 -1.659 -2.721 -6.699]}
270.63451,0.12163,0.175,-7.141,0.04145,-3.050,[0.076 0.488 1.000 0.274 0.067 0.024 0.062 0.020 0.036 0.166 0.042 0.050],[54.824 77.624 17.706 -1.724 -12.249 -32.623 -21.439 4.134 -4.561 8.643 -13.720 -0.469]}
270.75615,0.23823,0.257,-8.477,0.02249,-3.168,[0.725 0.920 0.713 0.939 1.000 0.835 0.802 0.740 0.869 0.762 0.829 0.753],[54.596 45.490 8.047 0.010 -20.603 -38.540 0.398 -2.221 -4.497 3.595 3.668 5.458]}
270.99438,0.23791,0.465,-8.147,0.08209,-2.613,[0.135 0.336 1.000 0.305 0.198 0.107 0.119 0.136 0.150 0.391 0.090 0.086],[54.515 93.974 40.260 -20.532 11.200 -18.400 -17.303 7.609 -2.793 10.141 -14.790 -1.336]}
271.23229,0.23805,0.338,-7.227,0.11916,-1.826,[0.472 0.614 0.818 0.883 1.000 0.727 0.666 0.561 0.565 0.733 0.577 0.544],[55.467 62.263 8.640 -16.696 -5.214 -35.349 -6.945 15.975 -2.973 9.931 -3.120 7.982]}
271.47034,0.12172,0.432,-8.357,0.03730,-2.376,[0.076 0.577 0.890 0.351 0.224 0.053 0.115 0.082 0.087 1.000 0.091 0.101],[54.959 100.296 43.183 -0.229 19.456 -17.583 -25.278 5.890 -2.303 -14.010 -2.930 -10.396]}
271.59206,0.09302,0.315,-7.555,0.04005,-2.555,[0.128 0.614 1.000 0.369 0.130 0.020 0.069 0.019 0.034 0.156 0.039 0.032],[55.839 72.413 25.855 -1.903 -10.042 -44.303 15.064 8.280 -12.622 -4.480 -1.107 9.158]}
271.68508,0.26154,0.095,-5.677,0.06279,-2.757,[0.634 0.802 1.000 0.726 0.894 0.680 0.687 0.595 0.786 0.598 0.742 0.688],[55.061 59.882 18.020 7.694 -5.437 -32.850 8.749 1.121 -11.145 23.851 -19.115 23.503]}
271.94662,0.23188,0.590,-8.692,0.03093,-2.399,[0.205 0.154 0.251 0.368 1.000 0.273 0.317 0.241 0.461 0.210 0.275 0.685],[55.169 96.165 32.989 8.681 1.680 -14.628 -21.977 -16.832 -3.368 -3.437 -5.910 5.596]}
272.17850,0.24358,0.467,-8.627,0.12596,-2.779,[0.410 0.501 0.684 0.695 1.000 0.649 0.473 0.456 0.482 0.506 0.494 0.485],[54.780 52.408 13.088 -12.855 -1.327 -34.948 -10.558 22.512 -6.202 7.459 10.598 20.170]}
272.42209,0.23814,0.582,-7.410,0.04615,-1.644,[0.171 0.126 0.145 0.348 1.000 0.244 0.222 0.127 0.313 0.126 0.133 0.526],[55.374 102.904 31.249 14.727 4.951 -8.341 -18.663 -19.864 2.550 -11.481 -2.349 3.644]}
272.66023,0.24385,0.297,-8.191,0.01841,-3.335,[0.715 0.834 0.908 0.860 1.000 0.861 0.862 0.760 0.865 0.831 0.859 0.705],[54.168 59.700 12.656 -2.889 -13.713 -41.172 1.607 -0.974 -3.620 2.940 4.554 9.566]}
272.90408,0.23193,0.596,-8.371,0.02921,-1.771,[0.133 0.051 0.113 0.289 1.000 0.238 0.183 0.121 0.279 0.137 0.191 0.610],[55.387 98.439 32.873 20.612 1.335 -7.029 -21.968 -30.012 -7.754 -5.456 -6.525 0.231]}
273.13601,0.11705,0.427,-8.549,0.02095,-2.804,[0.135 0.083 0.066 0.391 1.000 0.255 0.033 0.020 0.063 0.033 0.028 0.253],[54.734 72.985 18.103 -11.600 -0.260 -51.769 -10.604 19.109 -0.919 -0.562 11.501 4.759]}
273.25306,0.10984,0.185,-7.164,0.00383,-3.001,[0.654 0.679 0.502 0.571 0.883 0.175 0.232 0.120 0.153 0.081 0.111 1.000],[54.941 78.440 1.040 -31.967 -30.364 -49.419 1.252 10.848 0.773 -19.557 3.837 13.756]}
273.36290,0.24912,0.336,-7.077,0.05286,-2.580,[0.133 0.085 0.120 0.271 1.000 0.260 0.189 0.148 0.333 0.143 0.173 0.540],[55.182 112.811 42.127 7.015 9.425 -15.808 -11.575 -22.060 0.622 6.380 -9.750 13.097]}
273.61202,0.23868,0.273,-7.044,0.02020,-3.293,[0.593 0.725 0.757 0.913 1.000 0.684 0.650 0.680 0.709 0.659 0.650 0.644],[54.653 56.556 0.721 -4.026 -7.590 -39.354 -15.761 -2.747 -7.992 5.777 -9.152 17.255]}
273.85070,0.24304,0.344,-9.343,0.13463,-4.609,[0.142 0.389 0.195 0.112 0.149 0.286 1.000 0.373 0.345 0.438 0.150 0.087],[53.737 78.376 48.773 -3.253 7.624 -29.849 -15.178 -10.027 -16.607 -5.209 -7.415 -2.697]}
274.09374,0.10481,0.196,-9.155,0.02982,-4.370,[0.189 1.000 0.316 0.056 0.097 0.264 0.414 0.125 0.112 0.105 0.075 0.052],[53.703 53.658 36.898 0.598 4.827 -38.549 0.613 -2.787 2.063 -0.248 1.994 23.731]}
274.19855,0.12776,0.292,-8.069,0.01195,-2.237,[0.718 0.603 0.538 0.525 0.464 0.209 0.397 0.153 0.137 0.092 0.112 1.000],[53.982 79.304 -14.760 -6.061 -33.315 -59.621 -22.009 13.181 5.897 -9.501 3.976 2.348]}
274.32630,0.12118,0.337,-10.412,0.05676,-5.708,[0.118 0.302 0.144 0.093 0.235 0.245 1.000 0.138 0.095 0.109 0.090 0.109],[53.143 83.167 53.508 -1.383 7.812 -24.242 -31.095 -10.444 -21.816 0.833 -7.316 11.726]}
274.44748,0.11669,0.032,-8.787,0.01612,-4.748,[0.187 0.598 0.373 0.084 0.137 0.263 0.640 0.181 0.291 1.000 0.326 0.204],[53.640 60.663 22.908 -18.499 8.285 -54.542 -6.352 -0.140 -4.947 7.482 4.906 1.364]}
274.56417,0.23252,0.133,-7.062,0.12086,-4.324,[0.735 1.000 0.888 0.832 0.787 0.887 0.643 0.839 0.785 0.737 0.729 0.748],[53.736 49.979 19.893 -0.604 -13.807 -35.190 -5.440 7.878 -5.595 15.201 -11.817 9.844]}
274.79669,0.24871,0.447,-10.307,0.13429,-5.448,[0.152 0.409 0.172 0.111 0.164 0.271 1.000 0.337 0.362 0.415 0.196 0.130],[53.313 75.265 54.658 -11.377 1.313 -23.373 -5.669 -0.412 -16.660 2.384 4.704 -0.669]}
275.04540,0.23238,0.280,-7.594,0.11778,-2.051,[0.510 1.000 0.930 0.940 0.938 0.873 0.592 0.733 0.672 0.657 0.616 0.569],[55.007 72.785 16.341 -9.968 -2.596 -45.656 -10.213 17.257 8.390 19.710 -8.260 17.632]}
275.27778,0.12259,0.358,-8.740,0.07100,-4.413,[0.101 0.352 0.185 0.040 0.126 0.133 1.000 0.149 0.069 0.093 0.107 0.096],[54.199 88.402 63.001 0.277 11.133 -26.727 -15.864 9.216 -20.840 3.433 -3.975 -0.917]}
